lookup_key,연도,지역단계,시도,지역명,인사이트유형,지표ID,지표명,대시보드_표시명,대시보드_현재선택지표,분석인사이트,데이터주의사항
2026|시도|전북|전북|damagePerCapita,2026,시도,전북,전북,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 전북의 1인당 우심피해액은 146,002원으로 17개 시도 중 6위다. 전국 전체 인구 기준 평균 1인당 피해액의 1.95배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|전북|전북|housingPer1000,2026,시도,전북,전북,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2026년 전북의 인구 1천 명당 주택 지표는 0.57건으로 17개 시도 중 12위다. 시도 평균의 0.75배다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전북|전북|damagePerHousing,2026,시도,전북,전북,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2026년 전북의 주택 지표 1건당 우심피해액 단순 비율은 257,718,197원으로 17개 시도 중 4위다. 시도 평균 단순 비율의 1.78배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2026|시도|전북|전북|greenhouse,2026,시도,전북,전북,원지표,greenhouse,온실 면적,,N,2026년 전북의 온실 면적은 270㎡로 17개 시도 중 13위이며 전체의 3.69%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.8618다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전북|전북|greenhouseZ,2026,시도,전북,전북,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 전북의 원본 온실 면적 Z값은 -0.8618이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.7756다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|전북|전북|smallbiz,2026,시도,전북,전북,원지표,smallbiz,소상공인,,N,2026년 전북의 소상공인 지표는 215건으로 17개 시도 중 공동 10위이며 전체의 1.20%다. 인구 1천 명당 0.12건으로 12위다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전남|전남|overall,2026,시도,전남,전남,종합,overall,종합 인사이트,,N,"2026년 전남의 인구는 1,788,819명으로 17개 시도 중 9위다. 우심피해액은 2,900.0억 원(5위)이고, 1인당 피해액은 162,119원(5위)이며 피해비중은 인구비중의 2.17배다. 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다. 주택 지표는 7위이고 인구 1천 명당 0.70건으로 시도 평균 0.76건과 비교해 낮다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전남|전남|damage,2026,시도,전남,전남,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 전남의 우심피해액은 2,900.0억 원으로, 17개 시도 중 5위이며 전국 합계의 7.57%다. 1인당 피해액은 162,119원(5위)이고, 피해비중/인구비중은 2.17배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|전남|전남|population,2026,시도,전남,전남,원지표,population,인구수,인구수(건),Y,"2026년 전남의 인구는 1,788,819명으로 17개 시도 중 9위이며 전국의 3.49%를 차지한다. 시도 평균 인구의 0.59배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|전남|전남|housing,2026,시도,전남,전남,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2026년 전남의 주택 지표는 1,245건으로 17개 시도 중 7위이며 전체의 3.47%다. 인구 1천 명당 0.70건으로 9위다. 원본 Z값은 -0.3990다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전남|전남|housingZ,2026,시도,전남,전남,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 전남의 원본 주택 지표 Z값은 -0.3990이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.3429다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|전남|전남|damagePerCapita,2026,시도,전남,전남,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 전남의 1인당 우심피해액은 162,119원으로 17개 시도 중 5위다. 전국 전체 인구 기준 평균 1인당 피해액의 2.17배이며, 인구 규모보다 피해 부담이 뚜렷하게 높은 편이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|전남|전남|housingPer1000,2026,시도,전남,전남,파생지표,housingPer1000,인구 1천 명당 주택 지표,,N,2026년 전남의 인구 1천 명당 주택 지표는 0.70건으로 17개 시도 중 9위다. 시도 평균의 0.92배다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전남|전남|damagePerHousing,2026,시도,전남,전남,파생지표,damagePerHousing,주택 지표 1건당 우심피해액,,N,"2026년 전남의 주택 지표 1건당 우심피해액 단순 비율은 232,933,680원으로 17개 시도 중 5위다. 시도 평균 단순 비율의 1.61배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 피해액과 주택 지표의 기준기간·정의가 다를 수 있어 공식 손해율이나 보험보장공백률이 아닌 탐색적 비율이다.
2026|시도|전남|전남|greenhouse,2026,시도,전남,전남,원지표,greenhouse,온실 면적,,N,2026년 전남의 온실 면적은 260㎡로 17개 시도 중 14위이며 전체의 3.55%다. 인구 1명당 0.00㎡다. 원본 Z값은 -0.9154다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|전남|전남|greenhouseZ,2026,시도,전남,전남,원지표,greenhouseZ,온실 면적 Z값,,N,"2026년 전남의 원본 온실 면적 Z값은 -0.9154이지만, 현재 파일의 17개 시도 값으로 재계산하면 -0.8240다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|전남|전남|smallbiz,2026,시도,전남,전남,원지표,smallbiz,소상공인,,N,2026년 전남의 소상공인 지표는 215건으로 17개 시도 중 공동 10위이며 전체의 1.20%다. 인구 1천 명당 0.12건으로 13위다.,2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경북|경북|overall,2026,시도,경북,경북,종합,overall,종합 인사이트,,N,"2026년 경북의 인구는 2,531,384명으로 17개 시도 중 6위다. 우심피해액은 9,090.6억 원(1위)이고, 1인당 피해액은 359,117원(1위)이며 피해비중은 인구비중의 4.80배다. 인구 규모에 비해 피해가 매우 크게 집중된 지역이다. 주택 지표는 4위이고 인구 1천 명당 0.97건으로 시도 평균 0.76건과 비교해 높다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다. 2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경북|경북|damage,2026,시도,경북,경북,원지표,damage,우심피해액,우심피해액(원),Y,"2026년 경북의 우심피해액은 9,090.6억 원으로, 17개 시도 중 1위이며 전국 합계의 23.72%다. 1인당 피해액은 359,117원(1위)이고, 피해비중/인구비중은 4.80배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|경북|경북|population,2026,시도,경북,경북,원지표,population,인구수,인구수(건),Y,"2026년 경북의 인구는 2,531,384명으로 17개 시도 중 6위이며 전국의 4.94%를 차지한다. 시도 평균 인구의 0.84배다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
2026|시도|경북|경북|housing,2026,시도,경북,경북,원지표,housing,주택 지표,주택 보험 가입 현황(건),Y,"2026년 경북의 주택 지표는 2,456건으로 17개 시도 중 4위이며 전체의 6.85%다. 인구 1천 명당 0.97건으로 4위다. 원본 Z값은 -0.0114다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다.
2026|시도|경북|경북|housingZ,2026,시도,경북,경북,원지표,housingZ,주택 지표 Z값,주택 보험 가입 현황(Z값),Y,"2026년 경북의 원본 주택 지표 Z값은 -0.0114이지만, 현재 파일의 17개 시도 값으로 재계산하면 +0.1384다. 원본 산식 기준이 불명확하므로 순위 참고 외의 표준편차 해석은 제외한다.",2026 파일의 주택·온실·소상공인 지표는 현재 제공 파일에 출처와 기준시점이 문서화되어 있지 않아 파일 내 상대 비교로만 해석했다. 원본 Z값이 현재 17개 시도 값으로 재계산한 Z값과 일치하지 않아 표준편차 해석은 보류해야 한다.
2026|시도|경북|경북|damagePerCapita,2026,시도,경북,경북,파생지표,damagePerCapita,1인당 우심피해액,,N,"2026년 경북의 1인당 우심피해액은 359,117원으로 17개 시도 중 1위다. 전국 전체 인구 기준 평균 1인당 피해액의 4.80배이며, 인구 규모에 비해 피해가 매우 크게 집중된 지역이다.",2026 파일의 인구는 2024년 12월 기준이고 피해액은 2015~2024년 누계이므로 2026년 단년 관측치로 해석하면 안 된다. 2024와 2026 파일의 시도별 인구·피해액 값이 동일하므로 연도 변화로 해석하지 않았다.
